Generation,Mean,Std
0,553.3034979485436,80.61224190271967
1,652.6943718817331,80.70921854448993
2,744.3171771537027,39.390311458939
3,770.7044965689681,48.37435270644862
4,786.6309302281757,62.000581899476614
5,801.1442591049274,54.31992602934736
6,810.3050778802972,67.6937970295924
7,824.7301487024224,62.285433803029
8,851.5526633588031,69.95471749487335
9,858.4554362309794,69.86591565865365
10,874.4293068819655,86.05884125931264
11,898.2998011167028,81.78667271628208
12,906.6334499075496,73.67053056571498
13,917.6497440106912,72.4587564751958
14,925.0106194974244,76.975496504273
15,930.8140247706772,78.68771247006636
16,935.2939049001385,79.36824132924451
17,941.0230380501462,74.57313136035941
18,949.9116973446207,69.89613246092303
19,968.4153711930103,73.523247952232
20,977.4011102192571,83.11940997026454
21,983.8537200732322,77.28852658560427
22,984.2097940904117,77.88396958609836
23,986.8708018954321,79.17529925665356
24,987.3927524937623,79.21643969098987
25,987.9835128480961,78.91769278469233
26,988.433934021043,78.73469689302541
27,989.7049036995888,78.77074916877716
28,989.9391957320856,78.91751338318555
29,990.2528824844343,79.05693930935763
30,990.2528824844343,79.05693930935763
31,993.9083546489485,81.54902050424072
32,993.9582278734197,81.56676526701825
33,994.4624094578976,80.76877334588968
34,994.7640874830907,80.21211696004752
35,994.8179722949823,80.24147922267476
36,995.5696942430671,80.93256767983874
37,1003.398233703597,88.18487567973862
38,1003.4137311588913,88.1882203329403
39,1003.6318996736323,88.02367682371082
40,1003.6318996736323,88.02367682371082
41,1009.7168014578699,79.60408555822055
42,1015.3374102847141,69.1650503567925
43,1016.3277688982304,69.09072936333486
44,1016.4691581312527,68.99534772119503
45,1018.79641177832,67.22421413364825
46,1022.4952221743699,65.68931789509536
47,1022.4952221743699,65.68931789509536
48,1022.6036710409747,65.71207715536039
49,1022.6036710409747,65.71207715536039
50,1023.9785240452451,65.54048415643135
