Generation,Max,Mean,Std
0,13.30904376657082,13.28476154983024,0.022283988326360134
1,13.220845163433852,13.072608354113004,0.07786501894726895
2,13.009914445215841,12.767282456831069,0.13234472852418805
3,12.578503777502902,12.229515770484841,0.2539499823169315
4,12.21019524986194,11.702801634810012,0.3465868388321574
5,11.902173466912746,11.407460464160607,0.42231803956195146
6,11.7924377825527,11.246990390601967,0.422711585535647
7,11.622958447844706,11.012503564189371,0.4577810222336905
8,11.502742348955888,10.915459563039455,0.5192828012907187
9,11.372163335237678,10.67235710357438,0.5454093153404407
10,11.36289162422869,10.584543677143362,0.5435042325987487
11,11.248395007404449,10.314645710226568,0.6467709891420141
12,10.771138398208471,9.896793179554285,0.7251107497507157
13,10.659390492197078,9.658266164421786,0.7084948584484441
14,10.630972350415737,9.506748055552103,0.8822531844042683
15,10.601077795454822,9.321316483088243,0.958640820061631
16,10.593899419499069,9.022423192750916,1.2120480535672935
17,10.515762361616424,8.56013341211919,1.7309455465263792
18,10.492221422827228,7.835377422650703,2.5864789163252984
19,10.587947432357822,7.3296639035192,2.8753951444394903
20,10.54627559744967,7.141394796338941,2.8365156876456217
21,9.189723752160825,6.755832240641011,2.605436227403419
22,8.708715402462353,6.381228391126149,2.518753462953557
23,8.49298839100997,6.148549797543403,2.5085049541562072
24,8.49298839100997,6.063824801350942,2.3965327851749554
25,8.574657807002055,6.063269708150258,2.4226638610929694
26,8.66346222462154,5.734886087125221,2.4752598638836574
27,8.00135847492105,4.817178773459913,2.807663993751583
28,7.324255986868556,4.289419939557789,2.620372500854653
29,6.877001186581682,3.981910041439199,2.551192810525288
30,7.214296893518958,3.76939659835766,2.5614533079867017
31,7.1712118000005995,3.4902067516276176,2.701071960662885
32,7.210303956568457,2.5955112090192887,2.3906967439554774
33,7.261322889480388,2.1243215393327106,2.480647761729267
34,7.255221060111978,1.9260495178981487,2.440339497885473
35,6.841406291859566,1.8345970671142449,2.3171387915159474
36,5.537883524374741,1.6068623722383588,2.028509677759022
37,5.239495559047224,1.559569536646188,1.924377175792238
38,2.0291951160941775,0.8895935986219154,0.6838506335902558
39,1.3150129590283288,0.5512653057751127,0.40637242287887365
40,1.3400992575037218,0.5043622816460606,0.42732502914211673
41,1.205754860811663,0.5022934567005116,0.41278629245584814
42,1.105959647511483,0.4203783309516573,0.3652530381430793
43,1.283339272598284,0.4668070876245108,0.4349814913278799
44,1.3230297144494774,0.42380299364866786,0.45533144696609207
45,1.2673138519616363,0.4384220846518643,0.40064780300633157
46,1.1145018029818898,0.4278727867639519,0.4028212346731314
47,0.9918328268937009,0.4421308178796603,0.3942149075468404
48,1.0183973490380998,0.42368191660703935,0.3826056800489803
49,1.0424380419800998,0.45875989056836675,0.41567045320260587
50,0.9918328268937009,0.46018789030245066,0.3885785841355999
