Generation,Max,Mean,Std
0,30.655386303385,17.657665529899308,7.749438026801526
1,40.91548934031324,24.434792200688033,9.498960585620322
2,40.91548934031324,31.77470527240319,4.732531514734802
3,43.95754834512932,35.444083965639464,5.734934737929098
4,44.08615790872406,37.06139196798816,5.891467705763603
5,51.06550617963862,43.23857818870403,5.509775299494534
6,69.90367745611967,50.70535797772132,9.901509713340284
7,69.90367745611967,50.86697335612207,9.944202933319076
8,70.09124498343434,56.739486995264635,10.094799467253535
9,70.09124498343434,56.778782707689935,10.048144219395466
10,73.140000009415,58.55850479622835,9.902348417333014
11,73.140000009415,60.08214153049482,8.772053870976205
12,73.140000009415,60.08214153049482,8.772053870976205
13,85.4024659600661,62.90245838855013,12.171270824468028
14,85.4024659600661,62.90245838855013,12.171270824468028
15,86.72460736781323,63.049362989410916,12.480829702370135
16,86.72460736781323,63.049362989410916,12.480829702370135
17,87.0318452884508,63.08350053614842,12.553887112037911
18,87.16594664299188,63.86941946683991,12.259360195601916
19,87.29994388843224,63.89824090691736,12.298974467641942
20,87.29994388843224,64.40588435075804,12.811713632092252
21,87.29994388843224,65.83662090227024,12.60407436694333
22,87.29994388843224,66.90127540120119,12.19234366383418
23,87.29994388843224,66.90127540120119,12.19234366383418
24,87.29994388843224,68.24923142954643,13.386507949974824
25,87.29994388843224,69.14545148914566,12.40344865147877
26,87.29994388843224,69.16676208490776,12.438130086681802
27,87.29994388843224,69.16676208490776,12.438130086681802
28,88.03993244243046,69.66433909263962,12.189841800688471
29,88.0759572489427,69.66834184891876,12.196634028414394
30,88.0759572489427,70.52592167865129,11.879164189210405
31,88.0759572489427,70.52592167865129,11.879164189210405
32,88.0759572489427,70.52592167865129,11.879164189210405
33,88.0759572489427,72.38339346848039,13.036397701752191
34,88.0759572489427,72.40721908761846,13.066021296754366
35,87.29994388843224,71.91721319738282,12.706897744309861
36,87.29994388843224,71.91721319738282,12.706897744309861
37,87.29994388843224,71.91721319738282,12.706897744309861
38,87.29994388843224,71.91721319738282,12.706897744309861
39,87.29994388843224,72.85920939273102,13.431551835612701
40,87.29994388843224,72.85920939273102,13.431551835612701
41,87.29994388843224,73.07848178294707,13.085747645171278
42,87.29994388843224,73.10232280096821,13.07222712622584
43,87.29994388843224,73.55841873402221,12.870487619543958
44,87.29994388843224,73.55841873402221,12.870487619543958
45,87.29994388843224,73.55841873402221,12.870487619543958
46,87.29994388843224,74.52512187364813,12.813452606308395
47,87.29994388843224,74.52512187364813,12.813452606308395
48,87.29994388843224,74.52512187364813,12.813452606308395
49,87.29994388843224,74.5801440653531,12.825549241228538
50,87.29994388843224,74.5801440653531,12.825549241228538
