Generation,Mean,Std
0,276.3130660384079,9.68913213625545
1,388.71013017671925,16.046548872109497
2,474.1765949417876,17.141603365831728
3,542.5938321766355,19.37576637436549
4,618.7094395860689,27.95550827976491
5,698.4995043231486,43.09187990963373
6,755.760695875648,59.90515379145604
7,793.5631931789462,69.866836177791
8,818.6615954548608,71.83383337869404
9,843.4409412466997,69.09129239136251
10,863.1405436102735,56.63336790081169
11,877.6998843633452,45.89258025311727
12,887.2373731436958,48.1740313091017
13,892.2136456658349,45.37568212813888
14,908.2214917274312,49.02521490249827
15,909.8624398571861,51.945928517773034
16,923.9164709186698,39.25917846460533
17,937.578592561193,41.99936736376968
18,940.5175500802288,38.32035473501298
19,946.7258324486656,40.35105687868332
20,954.9648889331481,42.40443595598476
21,959.5869761252945,43.00256475407204
22,963.8958418904571,39.91110345666052
23,968.649243778611,26.983647494632812
24,975.6147057327244,33.955403423191356
25,964.7829917005727,39.07660965778323
26,970.6919837170092,43.645984424717696
27,968.1447147691667,42.3718834533219
28,964.3729614850226,31.64457153318682
29,967.4932896302964,39.037911370834976
30,969.7090623044769,36.27800656030018
31,977.868105706096,37.82656595673727
32,982.6963352295421,37.98794575728162
33,967.2653082010474,46.26837560733267
34,976.0870305633183,48.42956877051601
35,971.7654258089464,45.9642306089148
36,958.9382806646412,39.32008381123658
37,963.3879985472188,44.108497310719116
38,959.8237302726513,52.651368232851844
39,967.8060744581878,69.66475018037333
40,973.9150501801078,65.20850461634055
41,979.0687242262869,50.36037558086825
42,972.8497256787114,50.56493429753416
43,982.1048544678151,42.13601339516175
44,976.4584796631909,51.239235853329596
45,970.8185009918143,39.806154056884395
46,961.8976753448063,41.069266162794
47,968.8401627331699,54.41395323478495
48,972.7918267040483,46.56341893565721
49,980.0799920054566,40.76517133232374
50,976.3932500133518,35.99999141716449
