Generation,Mean,Std
0,13.283836189541635,0.02995235587926978
1,13.164835592757097,0.0348080754690987
2,12.95064510666008,0.07623501788922059
3,12.702731543244244,0.13674463685640595
4,12.358311373213922,0.09212848119321092
5,11.945533961039974,0.1383885501280219
6,11.656293769348816,0.21002825230672226
7,11.560086902628807,0.21716995834540456
8,11.4934108823586,0.2419680682022632
9,11.474119362721998,0.20249817936071093
10,11.373949155132737,0.1098321327761853
11,11.27474066822136,0.129114353576413
12,11.147836868280097,0.11937726327018909
13,11.065526491537131,0.18306014443994606
14,11.06086527032149,0.18925845615857137
15,11.025656380668861,0.20066331491456144
16,10.877558626559443,0.30152735190076196
17,10.745723776004695,0.4064369481395854
18,10.548715738910577,0.5519697901462712
19,10.445669568117633,0.6955633334983364
20,10.389387253792279,0.7714489687463155
21,10.276229545112695,0.9138293670101242
22,10.192968827912688,0.9625310685968947
23,9.975684968352336,1.0844210332085695
24,9.881301072285677,1.14800304616851
25,9.764641306683192,1.3303613015484121
26,9.567405902627197,1.5851349630567273
27,9.282174963982106,1.7561018423706305
28,9.022499916997024,1.7262809957802276
29,8.816714183681722,1.7279162678716136
30,8.536616959070898,1.6818153129600644
31,8.361123736963911,1.702760806405559
32,8.086585438564633,1.908959550459207
33,7.895746151528334,2.058935625888905
34,7.56422949971533,2.1705000533747327
35,7.475026853507439,2.3075222149155388
36,7.343988038664963,2.388257855126411
37,7.121637216842991,2.3527397190099855
38,6.907538544066905,2.283500267892499
39,6.799985708618348,2.1872569834322393
40,6.688860236776433,2.1394206220197387
41,6.291316738917606,2.0600755409320404
42,5.868008354284518,2.0901772104993275
43,5.760091521885139,2.200979756394171
44,5.856559855614198,2.2848834140529233
45,5.84059125125307,2.3256295243679137
46,5.719479009605751,2.4023074392022425
47,5.585018925919947,2.5433623700133916
48,5.365142416783742,2.7552260287864185
49,5.334439109968425,2.676226309265043
50,5.231486986281831,2.671070617321348
