0,249.9825758748545,307.40153350889193,13.135813141826626
1,310.6694218796093,429.4098489584596,12.335439101639956
2,315.1212130928201,442.5925064116434,12.314877081123539
3,353.75552803391446,446.9483140780265,10.744381390438331
4,437.5791134846562,566.463686635974,8.760762885788134
5,600.9839757760099,823.7450572873902,8.538483068840359
6,643.8661086861242,823.7450572873902,8.314280368624102
7,661.6122064270473,851.9024040647151,8.259515124671227
8,663.1571583257556,974.9550449182545,8.495940709097045
9,701.6082583682703,974.9550449182545,8.632555631209026
10,741.8735507902844,1059.6887365792247,8.637427265222628
