Generation,Max,Mean,Std
0,1.544504115056812,-0.8269373333740002,1.3482555018518303
1,17.176780828672296,15.04887456506263,1.740317036672564
2,38.434177442174416,29.42362761230695,4.41094248143038
3,48.633946447155004,40.416692819100476,4.519665315782697
4,61.12445961819615,47.390807217382466,6.656458762101292
5,66.82659718661881,52.84295852385613,7.62250004190088
6,74.71290753390238,58.38771196365216,8.949949802365833
7,73.91773691935407,60.674141277060755,8.406535533370327
8,77.53450745515936,65.18754938596028,8.387717439586021
9,87.46290787141028,71.21114677212509,9.433487730520993
10,88.81701539584819,73.76424244332426,10.064327955516193
11,89.6935223809981,75.76569503041165,9.91780564592298
12,89.69612039779523,80.37030330860296,8.262397609744042
13,90.2125897157569,84.05806106486527,5.323457056087294
14,89.9779432808958,86.45664379675978,4.208865091635198
15,90.68823659104055,87.2741157247296,3.712531211061461
16,90.66947707860677,88.76382502502238,2.232021934231462
17,90.99762245014381,88.54603878153135,2.6529571646308927
18,90.81738571323545,88.76810924538637,2.3914146900945235
19,90.52949019782918,88.46742060508079,2.303601356640885
20,91.25729876082836,88.97860155860063,1.9728533050946127
21,91.11950659743385,88.78872803974238,1.7868186386855656
22,90.80277257701391,89.22409991397251,1.3797299522434052
23,91.41609407088971,89.64439213393874,1.4986285289534367
24,91.38321381678738,89.06027253652503,3.8863493999219743
25,92.17868359675413,89.92657872845261,2.701798399227594
26,91.8912556997756,90.31198213661435,1.6908933293619388
27,92.18908849131942,90.92936725055691,0.993157033117424
28,92.10794382028928,90.62005859379741,1.1922416879310065
29,92.17528818960558,90.46996627687807,1.4468111950722544
30,91.99721289928837,90.57674902761292,1.1927685103784778
31,92.16256126377812,91.08731987228987,0.7299261153648814
32,92.4959936147205,90.99079390256716,0.9087177547639609
33,92.44265857441928,91.1094248392543,1.0991545036039376
34,92.53201703770665,90.85115170379541,1.7229508235395727
35,92.49523609527374,90.97569764259788,1.4536409132678558
36,92.15736244138007,91.13249120273615,1.0917732343880389
37,92.1391433278928,91.24724291598915,0.98552690165026
38,92.54279990665194,91.13652310210583,0.9242965209416523
39,92.51849162388986,91.29739388590579,0.7696797808293472
40,92.44996041674761,91.43763207416889,0.8008058160610103
41,92.54279990665194,91.36661887548316,0.8463213064848711
42,91.83494623678914,91.02823440128044,0.6937590255303195
43,92.12535027875983,91.17346122588079,1.1329373406535606
44,92.36699947758788,91.31455545833882,0.9031840503503482
45,92.42862570559436,91.49425041642708,0.7053873872583201
46,92.54279990665194,91.29136083562044,0.9410093237980137
47,92.54279990665194,91.29178559548002,1.2014758180848035
48,92.49746959860805,91.36451149001847,1.011686346308845
49,92.53501114384339,91.3632576568328,0.8554083088434594
