Generation,Max,Mean,Std
0,13.36821231601069,13.281770938509771,0.037814606480425304
1,13.248228311359217,13.122911302538295,0.07107694964694619
2,13.092111307228157,12.758023238373447,0.18013974657445234
3,12.684601845568972,12.237940402415742,0.3052937402653257
4,12.409797792641882,11.831491583981501,0.29503277330502803
5,12.049800668427764,11.572414184518184,0.27949912398818333
6,11.88543247997615,11.44687326306694,0.2554559195986122
7,11.7007808291959,11.342549214350239,0.2399663013860536
8,11.59950708249934,11.223650859419255,0.2028237351163988
9,11.57949358152158,11.139848884827321,0.23271504754106243
10,11.398936862822888,11.072584025332763,0.3023709697116736
11,11.29418436063519,10.915766087175223,0.3169921512184474
12,11.173124800562036,10.675692688964086,0.38538265236752184
13,11.198050191501387,10.607761950472566,0.3901227288933177
14,11.261406777940785,10.472390677180673,0.4862167496283011
15,11.219928418117004,10.227442653971423,0.9175729298693002
16,11.306420337679363,10.058032858361852,0.9479215977172128
17,11.156546272610544,9.696304973283578,1.1478102812983626
18,10.731090096205254,9.382436737943324,1.1500517951515319
19,10.71079423181751,9.263927712069592,1.1810631954527793
20,10.732740245396151,9.007279023425655,1.1743228972534043
21,10.66346923749652,8.568599136666775,1.4033997946222623
22,10.516078289046572,8.080002738450668,1.8823295061611758
23,10.166082747943353,7.73097595794848,1.8570028846657072
24,10.18820126508393,6.802937079700168,2.8454912380824022
25,9.640180482917167,5.80922270507031,3.503836886767837
26,9.484701664982191,5.013221727443433,3.8880104483439775
27,9.505749252500031,4.918182503381455,3.968096642208402
28,9.26260593728236,4.851374168734868,3.973679505966471
29,9.194144970241046,4.586829645653194,3.8456711313844334
30,9.267617257516072,4.635435243943283,3.546030489914607
31,9.07005094950568,3.6837941825176728,3.3321110869479194
32,8.884849775946593,3.6012093276034087,3.1897780161821845
33,8.525314650995274,3.037774047801228,2.8077352246789204
34,8.525314650995274,2.0007707718440133,2.799250443542631
35,8.028005388710087,2.000060938780186,3.047676890008556
36,7.564416423510335,2.0818611045040485,2.9507047456745887
37,3.666675035854853,1.177364312111729,1.5255778991629851
38,2.4896963432954173,0.6645257059715535,1.0337064964765226
39,2.5467702821222153,0.7684809373048562,1.1269649227972094
40,2.261266044182618,0.38329945497715473,0.8291708042566097
41,1.9486495273040594,0.3826762405855873,0.7700176138855537
42,1.9417996702088094,0.3924172843380165,0.7615718575749595
43,1.8848207242731676,0.39742206420738513,0.7321518687375465
44,1.89635539292505,0.5548922259673168,0.7622349396267528
45,1.9274972010437932,0.5263814214725313,0.6641978588783388
46,1.9556118667793656,0.6268750352720577,0.6909632643221554
47,2.0089932611311108,0.7785370611521029,0.7367638243487278
48,1.893133550469192,0.6699851392064095,0.6751900976868679
49,1.8645539401532987,0.6507975783962902,0.6497624305978918
50,1.2398617109701708,0.5494910825558348,0.46710570069846363
