Generation,Max,Mean,Std
0,-5.299206535666015,-5.829323101945242,0.43168806427873424
1,1.2814666006128912,-1.486638645558643,1.4681590250744636
2,9.552281932435172,5.723884177126415,2.1445505249992185
3,17.163050237468955,13.350787063788216,2.2456756799848625
4,23.166219605558943,18.583087034380853,2.626373063853819
5,28.04069980094338,23.226549567206934,2.503175628461524
6,31.25991605757657,27.13793892394274,3.250695036419892
7,34.45975535233377,30.508787395933254,3.4577249336382208
8,37.24812312358747,33.22504954174631,3.02496539348537
9,38.377040824342515,35.35916062534387,3.1369925562860197
10,41.79018751445661,37.02351946302393,3.6727320724789316
11,44.71999096176565,39.526334204550245,4.256456302214359
12,46.78866908762608,41.40191413814003,4.330356207991477
13,47.99616208825189,42.65076323740439,3.8677039757353224
14,48.32862084341858,44.07120201814768,3.277722845039742
15,53.76759752798025,45.45314669855897,4.991921152158559
16,54.676393838551846,47.0403897186453,4.673228121120255
17,59.13144944366685,48.522713154307446,5.699955728629378
18,59.8695280350483,49.76827203176347,5.848585496611317
19,59.76693411914539,50.641113679601766,5.954000851895804
20,62.30888009238042,51.54422299528379,5.944330489586522
21,62.55234620254694,53.055975149840485,6.263421884032139
22,63.75578427600243,52.797674863940024,6.484889434528733
23,63.90375285786136,54.15157646290333,6.912515747955876
24,67.74596328765537,56.257514122586635,7.893108831962712
25,71.68861105100186,57.590909172820275,9.667266050168323
26,70.8802972592454,58.88145312770823,9.461536875421976
27,74.5793167217553,60.046199764392064,10.07947509074726
28,81.01304137244269,61.2171480808418,11.168401180318103
29,85.07880543929213,62.909301761290294,11.788848784247511
30,87.03314591598416,63.4195747736921,12.024368877124996
31,83.36610617594525,64.21715234061948,11.024810184659865
32,84.26593910817792,64.70225968248207,11.099131712731285
33,85.04462573297444,65.4283141916906,11.458515839662379
34,87.44826653390479,67.95496967494364,12.256615456466713
35,86.60181374334654,66.64427678513523,11.55545394585157
36,87.29994388843227,66.80206359919636,11.94104872506184
37,86.35816888991648,67.81618548318691,10.980075521142881
38,86.35726243570618,69.5183632959177,11.145813146212973
39,87.29994388843227,69.55205342786272,11.404125978127608
40,87.29994388843227,70.01547019207463,11.627157205005776
41,87.29994388843227,70.94007255216263,12.130960289914759
42,87.29994388843227,70.77367959661369,11.89028895863895
43,87.29994388843227,71.03155534948701,12.548655069157675
44,87.29994388843227,70.83958712535595,12.376567086304782
45,85.62746022378079,69.59742422471588,12.486023357837436
46,87.29994388843227,69.96211672612358,12.480687005458257
47,87.29994388843227,70.35131969908994,11.864432503226665
48,87.29994388843227,71.34352785119738,12.619018198909163
49,85.15679239193416,71.40244013057419,12.352922056026692
50,85.25374045500652,71.67755241206092,12.316338905006006
