Generation,Mean,Std
0,298.0152301103587,4.11897431841534
1,371.27411197274955,9.1579149857531
2,422.7905327805564,11.82155027646336
3,460.0345465343342,13.543824485934234
4,479.05975000390043,18.15008978578927
5,495.0167652105305,16.907577888104424
6,509.5902074169768,18.837882354583158
7,519.4135916636318,19.536203314870274
8,528.6765148485244,25.87365765311588
9,540.4661073251865,31.7390395668865
10,572.3627259672172,52.538208876378434
11,602.9180415436393,65.60510525858908
12,638.1098719760479,82.73925954334771
13,659.6898176940207,84.74501516543602
14,680.371960364171,75.37881068075842
15,694.8264779952674,73.6269119759842
16,701.270567015019,65.71865646415566
17,712.5033230823938,60.417955076767115
18,725.4678506482641,48.847398757419725
19,730.3818008870655,51.587456246092046
20,737.0523948727803,57.50200847295376
21,742.1053812682958,55.22807895161537
22,745.180177753565,56.44075462305024
23,753.6183624144962,54.08642939579575
24,747.3706151646762,56.14738770760218
25,759.7489451890824,53.2580470524267
26,757.3534797112295,56.679642048987176
27,761.336932617585,59.547657653739655
28,759.5579431664806,66.35179573798186
29,763.0882536097763,60.10126449148439
30,758.753570102944,57.85144536309816
31,758.3797112572108,50.10302158484313
32,763.8300248244487,49.88837296409689
33,768.0069047961999,47.963162910242175
34,772.6388476239833,49.3932088929116
35,774.1562408281425,47.81833862766479
36,778.4616919421422,45.252831763124945
37,784.7911795821815,43.1839808285538
38,782.9232172896827,51.8482038041891
39,784.4258292490114,48.74759832701888
40,787.5996870821904,43.50930612513868
41,790.7429566127133,43.1363231830114
42,789.5294969480914,39.27480224324446
43,797.2790453269365,44.4329611639167
44,800.5185384824257,36.59959655156066
45,802.6654260150415,36.6124364361233
46,806.1745721548942,40.72293005430641
47,805.1429606518202,38.66245303497193
48,810.9283445995668,40.1366386672518
49,813.2359787820363,39.66883529663662
