Generation,Mean,Std
0,13.291947379480472,0.02878824447276788
1,13.175157509713518,0.027589973240465394
2,12.986363419541158,0.05241965144149699
3,12.777807044365732,0.09385412025329407
4,12.658483405299183,0.13812766441647872
5,12.540986542571442,0.1690437414949427
6,12.392657020504151,0.2121629781226941
7,12.201779848385595,0.30976046781890654
8,11.893075379658962,0.45226871297836296
9,11.438987232755121,0.7419835451303488
10,10.514434030352763,1.9634411017929243
11,9.499285578752076,2.5054626446304176
12,8.315455500205273,3.190032638976521
13,7.77457600153362,3.284030360876523
14,7.294387227000444,3.2367231017251843
15,7.035218044259224,3.311129256024848
16,6.870840468911948,3.2623406058331246
17,6.593504833852535,3.0674347847917565
18,6.35271211751162,2.8626540022715528
19,5.887562531727619,2.6074862320587853
20,5.384963140822681,2.414923801000449
21,5.22676311897032,2.3337087075561067
22,5.108086753234592,2.3331059137152863
23,5.068169131352178,2.3420607858432887
24,5.00250677833788,2.2543408691144085
25,5.042183511780899,2.1358015496383467
26,5.069784217671093,2.0846452099581954
27,5.049995837545077,2.0348796809075904
28,5.0543200712566785,1.9871161506232298
29,5.067883153412901,1.919430365842497
30,5.060323652068933,1.804251000495397
31,4.9378069984981625,1.5870121967790876
32,4.755481766071733,1.2315777742631004
33,4.487906384003067,0.8284557366201066
34,4.299789005464216,0.7587812757070432
35,4.167618306352553,0.7274744936320784
36,4.031049512920263,0.7848262177984748
37,3.938551024046248,0.8447321063108907
38,3.842041957233955,0.9530652297991777
39,3.768131418335334,0.9755570504418607
40,3.72532170339802,0.9982510798082785
41,3.7503443486198966,0.9948207594307904
42,3.6880526341847237,0.96889517874559
43,3.6756563474606336,0.8827103134502134
44,3.6172913221315803,0.8137913999169644
45,3.5658784572712876,0.8207654005926803
46,3.522688336759747,0.7943533584075483
47,3.447462653640309,0.7754364593564337
48,3.366683784564688,0.7363110863499506
49,3.3021721289231065,0.6831242131596535
